1188	2758	129	633	1972	2123
1716	674	2945	2054	152	1735
636	2582	1981	200	180	261
1333	2534	2994	125	2505	848
1573	880	2369	1725	326	1871
465	2064	158	2198	733	2444
2708	225	1515	2169	93	1158
1586	7	2571	2003	430	132
840	1932	2798	2380	420	1303
805	2349	1900	2460	292	1519
1058	497	918	2890	246	2974
898	917	2313	978	467	917
732	450	1719	1897	2278	2428
2251	2568	33	422	436	1846
469	799	806	2221	2137	1567
854	513	1084	1389	2937	2646
2571	1296	61	2878	65	157
771	427	2172	199	2556	1463
2729	968	1779	1723	1177	1802
2638	1460	668	2757	2464	959
1104	2616	2407	1970	1561	12
2780	1728	2003	1753	818	2611
2392	660	252	2182	1671	1062
179	2033	2452	2619	2775	614
637	2410	1806	2675	829	690
342	2039	575	1195	1495	1314
289	797	1092	588	2211	1067
2057	2891	354	1050	1283	244
526	1094	1200	259	2699	2667
2357	2270	1378	2155	1809	1360
1688	2950	17	161	1284	2380
1880	2614	2671	1261	1571	2193
2394	2691	2369	2646	1314	604
1499	2122	705	2219	2140	2410
2795	2340	1584	2661	2053	2459
1360	1626	1458	1213	1039	1856
960	1227	229	2944	1897	2018
809	2249	2042	2563	2876	2463
2955	2771	186	733	2034	1322
1880	2548	314	801	649	986
243	2468	2664	2268	2700	951
2320	2956	1317	941	2894	1768
2053	2336	664	1655	605	1746
772	2118	1793	2109	418	1982
316	803	1484	1469	1035	901
2956	244	1943	256	571	2776
1118	2172	1392	2126	2627	2378
2959	471	2642	1041	1379	273
113	2265	1290	2874	1585	1275
2299	87	929	473	1179	2898
943	1451	1393	2900	869	1657
2775	770	804	1401	1977	1132
424	638	2932	2388	511	2633
198	1696	2125	127	75	1353
2826	351	2421	912	1714	2816
2054	2499	2085	1548	1441	529
1164	2882	1565	1249	765	1034
946	1329	790	699	1592	2754
1014	2374	80	29	2774	2907
417	1671	1631	2056	1781	1176
832	282	2082	1566	456	2553
1477	298	317	567	1329	2436
195	1075	1273	1152	365	2376
437	481	573	1150	1756	1536
2647	1169	1076	2885	2386	1423
294	1406	488	954	2370	2032
1487	536	69	954	1173	392
2875	458	1215	1565	1522	2230
586	1116	2449	1933	1339	2188
108	1666	1743	2504	1524	18
495	2544	764	1925	1273	937
194	1196	1994	1310	2700	2052
1396	2880	2928	443	1365	1896
2192	1905	1055	657	2898	2652
653	1768	2920	2341	2841	1933
2283	1335	570	2637	1902	1500
1982	741	782	2020	2414	1461
259	661	2879	1491	2187	2680
958	1167	2673	829	1434	288
855	591	790	553	1359	579
2940	2357	1141	2707	1556	935
2680	1102	462	2345	861	1345
1208	380	1337	1861	706	2617
756	1882	478	762	2507	910
2426	2907	2789	959	2005	2249
1526	2382	1646	2062	2732	2691
2751	371	2089	2915	1721	2427
880	2738	1876	2294	368	2743
1647	1043	90	2245	1488	69
1529	2445	2071	1303	2991	1144
235	1415	1002	2777	491	1101
2643	2709	2788	261	2091	437
2911	1207	902	185	2943	553
543	1328	278	1036	2034	1198
312	1599	234	1889	1557	1346
2890	2165	2041	1253	2935	2607
699	1844	820	1379	2123	915
1594	1052	1191	1708	2136	103
2334	1271	24	2977	2067	2940
9	1058	2296	995	1293	625
1893	1182	1630	2201	2442	2003
880	2836	2874	807	855	923
418	724	2517	1963	839	183
2210	300	766	1985	1765	2254
151	1441	135	300	2498	1260
1813	2648	1096	2404	2337	2356
43	400	2974	1717	993	1411
2174	2690	1727	1222	1746	1614
2461	1463	2535	1682	2173	1421
2172	2494	2617	2978	2235	2618
693	1931	1233	2563	1953	2800
1650	61	1791	124	447	2022
1674	1418	229	776	1991	2952
2897	445	1789	449	998	1021
1932	1040	1506	2307	2983	2297
2161	1274	2589	2466	1338	406
2023	294	860	706	1556	2824
2178	108	1940	1370	575	2987
1886	53	1941	119	353	1478
1604	930	2838	268	1794	1521
13	1642	1933	719	1106	1111
1403	1730	980	2715	2925	1549
16	646	2424	412	2377	1289
1165	2819	408	978	406	706
36	2113	531	821	895	461
2457	557	2937	132	797	218
2938	2348	1384	1448	2842	2125
298	1959	841	2162	1335	565
1184	597	1361	2073	2445	369
1230	2099	1517	228	2943	80
612	1896	964	2270	1802	2209
2582	1020	2322	1066	2737	2565
2746	1538	624	2420	1837	947
2025	2803	2810	1280	1478	625
1886	293	2888	2004	216	2859
1424	1916	2530	1853	2341	1513
122	2478	1365	1258	882	2464
1524	319	1229	747	186	796
2463	707	28	1259	518	1700
2586	366	2886	1524	1521	1915
110	1610	2969	1259	448	2907
816	461	2557	2535	917	1249
509	1090	819	2080	2743	1829
1917	1024	1105	965	1442	35
934	958	1919	1418	2583	9
2479	63	1110	329	1325	184
1813	2024	1312	1288	1885	891
2184	2980	1362	964	784	219
175	1575	22	2033	636	1565
2848	1616	269	1696	170	54
2053	2547	397	2118	2721	2871
63	915	2742	2834	1858	2180
1556	2764	823	1223	859	1572
2737	2823	2117	1295	521	1503
2589	303	125	248	1665	1202
366	2277	843	1545	1107	1217
1624	1749	787	566	509	1815
1219	868	243	1132	1803	754
1007	2781	868	2009	364	696
1658	2799	1120	1823	1774	984
1260	2738	2460	2164	1647	1769
553	2847	1134	2770	2828	2633
1869	2149	2467	2702	727	2106
1469	870	468	2441	873	2181
646	537	1730	438	1834	370
2314	2655	1685	2758	228	1178
288	2452	1679	1066	1106	2245
2730	2385	1679	374	1855	305
1613	1319	2066	1828	1792	1652
1198	1431	1098	2777	1575	110
332	727	426	1690	53	1982
22	1386	1884	179	2544	1261
2716	736	1279	1455	1876	1265
2475	769	2149	1364	386	981
914	1821	1987	2278	1661	1701
870	1330	2826	803	2058	2790
2108	1835	2030	1817	469	2240
2943	1056	2226	2749	2282	3
748	769	1170	800	548	717
1250	344	378	1190	2836	254
2797	2428	334	3	2033	260
1539	1280	1496	1651	1023	348
1014	1922	964	2263	2344	398
536	2012	340	1525	2551	1741
2557	150	1942	2521	1529	708
1206	1644	1571	1978	1834	2752
1733	593	2453	1081	2177	1551
755	2755	2156	2794	1486	1603
2423	1172	2728	941	12	97
1124	2878	1118	2679	701	793
2648	123	1457	1697	1715	605
2551	1755	1824	1306	2003	1491
36	2566	1395	739	2936	1974
1160	2263	2500	451	424	693
771	1142	1190	1746	983	1979
2768	1371	2	804	1401	2465
571	2637	2379	2982	494	2054
1808	832	1836	2671	2518	1456
2561	138	1918	49	1179	758
2208	2627	1586	205	2919	2841
915	2715	1594	2955	2033	961
2707	2193	2108	999	704	68
451	1223	304	2862	2133	1315
5	2693	927	1112	710	1806
2363	2250	1159	1820	1214	1688
1191	1951	1092	2773	2694	1165
2349	1801	1824	1728	918	14
765	1302	359	2118	1846	1692
2937	1948	809	271	2521	2113
118	783	2433	1435	485	2418
2215	408	2071	1148	134	562
2716	734	2413	975	1224	1186
1080	1891	262	2531	1307	2661
512	2473	1983	1491	266	370
1148	1587	458	1035	2749	1596
1258	2839	2450	1320	1723	2991
1184	1586	1319	2029	2337	1997
1099	2133	90	1863	2212	733
2479	152	1516	986	1981	591
2307	1145	548	1946	942	154
1568	2640	613	1407	669	398
2588	213	9	2375	1464	523
2424	2990	2234	2962	1330	902
1582	338	202	2860	1305	2288
613	553	46	2514	1684	772
1229	535	817	810	873	1022
188	700	1131	1443	1598	1996
234	2446	2376	2376	2251	549
2198	2991	2489	1413	1166	914
850	661	2872	1132	2111	1106
2162	43	2512	797	2907	2980
238	959	828	412	1197	2253
37	339	88	2087	77	881
2071	495	2992	2159	1988	1831
2724	389	1060	2224	143	205
1337	635	1375	1593	1737	2668
2744	2241	2429	630	2306	2817
2008	2017	977	2201	319	2637
938	2092	923	2641	1333	1396
1292	1116	1105	1025	547	2069
1175	157	2814	805	1412	2912
2476	2572	1809	2672	2697	2486
1957	2935	17	1581	1962	1558
922	2273	2091	589	1421	56
1340	2415	2558	1636	2470	1062
1103	1296	1742	2445	934	752
2808	2717	1038	1460	2491	2130
2439	2004	342	1210	725	436
1626	1642	823	156	2668	1036
2174	2853	2392	503	164	305
1558	1121	998	2730	1619	2969
291	1780	83	2722	2592	2963
1834	2303	775	2617	1310	2674
1369	252	522	458	1928	2400
1537	2866	1835	158	680	979
638	1800	2331	583	201	209
1764	403	2951	2670	2515	1233
1544	1702	2932	543	1317	2544
2834	828	2007	1449	1581	1774
1008	1098	2144	2341	2761	1213
1314	967	1302	28	2544	2033
2642	1776	2128	464	987	895
222	372	2641	1002	827	2850
1584	271	2658	1346	1636	2045
718	1777	630	2986	1117	1215
2768	11	861	2661	2357	2110
1526	1627	333	2725	2774	1792
1435	1106	2748	501	749	316
816	1325	2405	1409	931	2650
1769	752	2671	200	1865	1842
2327	2746	1445	2466	2058	201
1765	1146	855	2920	1972	2092
2321	943	350	487	2299	1623
209	414	21	2326	2870	736
2485	2956	1852	1728	1829	2115
1970	1474	836	1565	824	99
2159	364	735	343	1492	649
1144	2826	2753	174	1898	2965
285	2480	525	1033	515	2085
1156	1123	2603	1821	40	2133
2796	1638	83	141	2472	893
2008	512	1245	938	1435	1956
2889	2672	764	513	1586	469
2433	1847	2417	118	488	2197
1378	799	1880	49	1159	218
203	2248	1081	259	2596	2450
1501	803	1922	1954	199	1548
2419	1374	618	30	846	1006
59	2196	2043	2233	1253	343
1645	1662	70	2684	1048	1505
2066	1748	2491	1845	1427	1087
562	501	790	339	2745	2488
2505	2556	1702	1421	2100	1356
2150	278	2327	298	2487	1551
1406	2543	2238	1492	1828	496
1787	39	1415	2974	1637	724
1835	384	552	2362	894	2266
1828	1340	619	2074	2348	1146
1244	56	210	1733	842	2790
1607	806	1062	2137	206	2559
2569	2454	916	449	2310	2409
1132	2224	2781	602	879	2364
498	2617	2427	2259	197	714
2727	75	2846	483	2405	1888
2994	60	2655	1072	1606	379
2807	1463	789	1961	1052	980
2976	6	2007	2096	194	292
616	2816	1198	2813	745	1825
2827	1366	1694	378	2218	500
2450	1465	346	1700	1028	1722
1872	1738	1304	1637	1787	2761
1867	1664	831	451	1123	2769
1477	1878	1483	1454	1440	1847
2485	619	577	2823	2749	527
2332	2406	583	2156	968	203
392	412	1038	1682	63	417
2068	1658	734	682	251	1142
1223	2660	1429	590	302	463
2953	1990	2352	1951	941	438
367	402	952	878	1163	275
2519	2734	1171	1317	2010	101
1132	269	1749	1992	2968	956
2046	1034	1619	2735	1617	1853
1348	737	979	2894	2485	1502
530	1707	1031	1014	2998	2393
988	2382	2709	2241	1435	1736
882	2145	107	214	2432	2968
493	2716	2190	1385	311	698
2799	2103	1862	2515	387	1576
306	1276	2848	2076	2878	1695
442	411	2150	1604	1622	2773
68	561	1551	2281	77	1689
181	2248	292	2973	845	127
789	120	2667	441	825	354
1807	1356	2028	1518	2323	182
1244	1550	1160	1485	2267	1432
1415	710	549	2601	2470	986
1396	348	1508	1657	143	922
770	2857	1095	93	1172	352
1712	979	1023	1561	1589	1301
1513	2628	427	1904	2491	2475
780	158	519	1223	1946	1334
1310	66	986	645	1512	1772
2145	308	56	2874	180	1072
2463	1743	2995	2803	457	2503
391	1577	1386	1581	1835	1805
2728	1170	2669	2734	1949	1636
1922	592	1331	725	1418	1254
1445	705	1888	2703	976	2511
804	1726	935	310	1137	350
128	2858	1479	1852	2960	230
557	1774	2985	2563	2449	996
6	222	1779	1315	122	2209
1485	1520	1894	1973	817	1281
1501	2196	1159	1167	825	2348
392	2349	1610	1808	302	883
2359	203	2607	1221	2032	2100
2043	523	2521	517	2292	1601
988	1190	211	425	1180	1748
508	525	1725	2840	1919	361
2963	2846	1106	417	1837	1007
2563	106	1208	382	2709	2774
70	1761	2442	420	1299	836
1169	2815	1692	1203	1450	1649
738	891	2899	1721	2808	31
1129	1342	2031	499	2107	1540
823	2873	358	2887	737	609
734	1602	2801	2959	1373	607
2650	1107	216	2024	1903	2195
770	2096	2315	1316	890	1690
1186	382	2431	1837	2954	669
2580	1840	1075	1630	2092	492
418	600	1442	644	2500	1414
469	478	2071	1031	2035	890
1096	1142	1997	904	848	538
504	2418	304	2574	1907	1198
2208	1560	625	304	50	177
1155	305	523	2953	264	162
2597	639	1718	2212	1733	1108
293	1951	1308	105	1888	394
2045	2168	386	2667	739	343
2054	1056	198	2552	3	1596
1209	1781	2882	1449	1094	1405
266	2763	2603	2630	2767	1884
1600	243	1859	1446	2400	1764
1808	603	2962	2426	1776	1200
423	2661	2583	833	408	949
645	1366	2160	2966	2751	183
2499	2919	2537	1432	1880	2086
847	2663	1129	1271	817	2664
65	1833	2369	2842	2311	711
2239	1639	2554	651	2476	2314
1543	487	1389	1870	2340	92
1433	1404	2375	1361	973	1996
133	2118	1847	1335	2547	1248
278	263	503	2324	2128	919
771	747	1598	422	665	587
1814	2753	860	1230	216	1144
659	817	467	2067	1832	257
649	1377	2429	812	2057	37
218	2657	2443	2818	2520	1854
112	1905	630	798	1271	2990
824	2480	1263	1796	461	275
563	2771	1854	440	1801	1986
1751	1265	360	168	2270	1952
1333	1328	61	988	2527	2915
2476	801	765	2568	2112	2083
1766	675	263	453	730	856
143	1892	397	1454	1361	1094
19	2965	1746	2457	1355	1526
1961	1356	336	2404	309	401
1366	2316	1640	375	2957	2214
2749	2138	2371	677	2168	886
870	1620	638	776	1172	278
2993	1965	2698	2146	410	32
1413	2279	2276	2203	2476	707
1371	975	1394	1707	1561	2788
1751	2872	2538	425	2983	1878
2640	444	2766	757	2969	1162
2682	816	629	186	2242	1853
2577	704	2704	1744	1088	2141
2801	1628	2346	2124	2315	613
267	1490	978	2944	305	834
1672	2190	2835	290	2095	2334
495	1190	2371	981	1123	1026
466	276	2329	1705	2523	2443
757	1871	120	1096	1166	696
2023	469	1697	2996	88	2353
2864	1032	2755	13	2929	1003
2499	1859	2222	2537	1370	2677
1392	1088	365	2512	43	1780
87	2312	517	2300	545	1068
1576	2256	2845	648	2263	2920
2087	389	2277	2604	771	985
313	1460	2477	2270	1363	2142
2266	2600	2125	1656	1	458
2526	862	2687	1530	2488	2063
736	2003	1108	528	2908	256
251	728	1124	2884	2871	450
2741	259	1300	502	1095	1603
1298	2873	2610	1870	1123	2741
2452	1599	605	1410	2900	2064
2428	1193	1431	1104	603	2575
1300	1321	2208	2080	276	383
406	819	1784	2323	587	2715
1113	1699	1701	1518	922	1744
2908	1307	2965	1105	776	1568
383	2667	1989	1600	1801	2123
1513	615	1774	2737	2417	2667
2133	798	1748	1020	2739	1117
1539	688	1827	55	2324	1593
915	2190	2172	2250	1371	1571
1655	1913	638	434	1590	134
1367	160	1852	1436	31	622
1424	1687	901	2298	2145	229
1723	1487	747	570	1509	2194
256	2288	1449	2777	2720	2102
10	2675	2956	1601	2899	1089
677	685	760	1203	1302	338
2462	2776	830	288	2011	1854
477	2806	756	1046	2724	684
2496	2289	1111	417	2776	2055
2976	936	1854	2324	878	2163
2129	1751	1065	712	1542	101
1778	2322	2090	904	2443	2942
1141	2044	2705	1418	473	2739
2568	893	1133	793	1159	2627
1997	1765	1882	2733	1698	397
1758	1629	2429	2116	333	1907
2119	708	256	1075	1984	2811
731	1973	298	1361	169	279
1342	1828	2142	2851	117	2518
1766	98	295	814	2808	2781
2707	1472	2306	733	2858	1194
2523	2320	1238	2634	2577	1674
1304	1354	2534	943	1015	1103
495	1026	1363	1369	467	2329
2104	1702	410	2386	417	1922
2883	1390	72	874	1045	509
1803	2434	1992	2551	984	2797
957	2243	2790	2768	73	1382
1001	2857	716	136	1152	644
70	2777	1721	2352	1212	2494
1476	2035	1275	278	1233	1528
904	1941	2406	2986	2625	1544
2674	2787	1058	1459	2886	1861
2999	2324	150	490	685	210
2008	1868	2234	2544	1491	380
1584	1999	982	1947	2703	1437
2972	1501	913	1567	1204	1861
2649	2584	1011	1629	50	1049
2796	454	1842	272	2128	2143
445	2992	2805	1912	480	1081
2836	2159	1098	951	1940	471
2785	1086	1034	636	1713	135
1654	1944	1464	584	123	1032
2487	2796	734	1095	2613	455
821	1393	1827	1448	2438	1815
1555	1317	1852	1622	1903	1662
1312	1970	2669	390	2565	1674
2328	2461	2706	1386	2054	1834
2163	1350	517	1294	2441	2208
448	2196	1260	2600	55	921
1162	477	393	2081	1692	361
1321	2429	1556	1419	639	635
1776	1830	2116	2185	2648	1443
463	565	963	1726	119	1565
592	1229	937	1663	2487	620
1642	1403	2039	1913	1862	2979
1203	1581	2732	2016	2208	2523
2842	605	643	896	2935	2739
1875	841	2517	555	2186	1667
353	1383	2252	2319	1043	564
268	1030	1495	1042	2187	893
2911	1591	72	2604	2770	894
1089	20	19	1872	2792	2583
2695	1295	2765	480	726	2475
1157	2911	1700	1738	157	318
869	2098	160	2462	1351	804
1188	110	324	1948	2838	987
992	2079	2153	874	40	1619
2218	2031	1513	1973	1237	124
1913	2517	1965	624	2630	2619
2973	2681	2540	2582	554	811
2536	2446	432	44	362	333
482	2578	19	1495	1165	2842
682	2376	2987	150	622	1488
475	1071	1242	1423	1533	1605
566	1876	2398	479	2086	1605
747	778	2396	253	2650	2232
970	2166	1878	2899	2636	2968
180	843	2538	10	100	1816
1304	1438	1215	977	1155	1571
130	2659	2825	2551	1262	1699
242	2343	1429	1317	195	808
1723	2826	1149	1581	2491	2640
2040	949	1578	207	1084	2660
902	2545	2115	1241	70	75
1435	218	2401	965	1646	1421
2515	70	1318	998	1673	2686
1323	801	1146	629	2962	1654
246	1636	2475	2936	2865	834
507	2282	2088	901	2224	127
2353	1490	1248	1252	1258	186
1084	194	621	2131	1789	2596
2564	1413	2024	1415	1176	21
2465	1870	1211	2171	814	2891
454	2426	393	2796	2160	2051
986	907	2265	2327	878	2258
1917	2872	2761	2278	959	233
1282	2475	1081	1648	335	1736
2775	2401	1238	2190	1825	1789
297	2438	429	838	2815	2136
2986	323	1333	202	891	2010
385	1097	1642	503	1485	2817
551	2669	1643	921	1262	2591
2949	2725	487	73	189	1161
2670	583	2767	299	1657	1038
1102	420	326	2369	805	2091
1238	2789	2720	1302	331	1113
2871	2429	1904	2853	870	640
786	1975	2275	154	914	2922
2920	2977	880	1699	2814	2325
2323	1652	54	1941	1526	2580
982	2074	1470	1750	1910	629
355	2624	2956	2718	1901	1079
2643	1432	2223	1537	2	508
711	2859	2328	815	2867	865
594	2711	2132	2364	1058	2975
678	671	583	2739	1886	1316
1777	174	2507	856	182	1189
1114	2444	1101	1349	762	22
1718	2747	1102	1677	1393	1433
469	1508	2409	2715	613	1659
2699	2412	1861	1415	766	2091
2012	2849	2866	616	2200	1179
552	1088	583	1372	2975	1615
1007	887	2420	1461	1110	291
707	47	2731	887	1269	346
1569	1048	1584	1689	1721	2929
2570	646	857	2021	2393	241
460	2270	2165	322	107	1574
1317	853	2487	2631	284	2453
2944	2011	875	2678	1211	41
998	2296	2172	905	175	1741
2264	2948	1042	263	588	351
1556	1164	2431	2735	2331	1535
162	1332	2886	2941	747	439
2812	2670	601	1050	1864	2727
2687	1427	382	864	816	1297
1308	1352	86	369	1459	439
1617	1278	976	453	1303	1002
418	963	1098	1722	104	125
2352	1998	728	1046	1485	923
2742	2380	1646	519	927	581
727	1437	223	2674	2832	1669
2922	1214	904	1572	1343	1783
679	455	1455	2155	2298	2695
2925	2662	1989	686	481	309
2950	2783	1545	40	345	2584
2419	2945	985	1478	848	1023
779	75	2042	840	542	2435
2007	878	215	2706	371	2326
2732	1085	2804	2649	2849	2552
1215	2963	1973	1972	349	39
578	2850	1580	2759	2438	1188
1190	1420	172	2424	1533	44
1914	1858	909	599	2112	2918
2225	1099	633	1103	2079	2170
508	2764	295	1261	1585	1551
259	45	581	255	2327	498
1493	1171	974	1984	1329	699
554	2740	300	1096	975	1817
